Item_ID	Sentence	Partitive	SentenceLength
68398:112	and, uh, or, or, uh, if it's a corporation, that *t*-1 was, uh, you know, har-, harming some individual or something like that, they get very much, well, you know, it's just a big faceless corp-, corporation.	no	39
69048:36	oh, there's, there's some nice things in baltimore, you know,	no	12
69235:82	well, i guess 0 that's one of the positive things that *t*-1 ha-, have come out of it, some of the employee assistance program.	yes	25
69317:12	they got some unusual things besides blood and urine tests.	no	10
69318:15	they've mumblex some companies that *t*-1 are doing, uh, hair tests.	no	12
69325:53	and they can apparently test, um, back a certain period of time. because mumblex some of the, the residue ends up in your hair follicles, you know,	yes	27
69394:38	so you ha-, you have been to some family reunions, perhaps.	no	11
69436:31	and, uh, you know, there's some my age	no	9
69437:19	and then there are some a lot younger, an, about four generations, i guess 0 *t*-1.	no	16
69702:22	well at least you've got some.	no	7
69752:23	and, uh, there were still some paint brushes and bluebonnets down along the way.	no	14
69766:19	at least y'all are getting some rain up in dallas.	no	10
69843:19	well, we could use some rain up here.	no	8
69930:11	we get some when it's this rainy *t*-1,	no	9
69961:8	for some reason, because of the cold, uh, ocean, uh, water, the air is always cool.	no	16
70000:26	and, they have, of course, some pretty severe storms, winter storms, snow and that type of thing.	no	17
70044:20	maybe we can send you some.	no	6
70254:23	* living in the city has some advantages.	no	8
70312:15	i've got some onions *ich*-1 out, tomatoes,	no	8
70345:19	well, i've done some rewiring on it.	no	8
70492:35	and, uh, so, we had *-1 to make some adjustments	no	10
70615:79	so. but, um, that's the hardest part for us is that it's really, um, you know, budgeting and some extra things, you know, for-, that *t*-1 are more, you know, nonessential items.	no	34
70687:44	well, uh, but i do realize that, that is realistic for some people,	no	13
70801:79	i, i don't know what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational.	no	30
70825:88	so tho-, those are two areas in which t i stands *-1 to, to gain some, some short term business 0 *t*-2 to restock that *t*-3.	no	26
70842:55	uh, i kn-, i'm familiar with some, some upbeat school areas,	no	12
70863:36	* to g-, to give you some perspective, this, this town that i had lived in *t*-1 for sometime in nineteen eighty-three was funded *-2 sixty-five per cent by state funds.	no	31
70903:134	uh, i, uh, i, i do, i, i guess 0 i am a s-, uh, a strong and staunch supporter of some subsidy for any forms of education.	no	28
70928:33	at least what i read *t*-1, is that some younger people feel that education is priced *-2 out of their, uh, out of their, uh, budget.	no	26
70962:5	some states they pay, uh,	no	5
70963:38	in germany or in, in england in some cases people in my income level, at least, allege that they pay up to six-, fifty-five percent of their gross income in taxes.	no	31
70968:40	now it costs me money *-2 to leave the country, some sort of a tax to leave the country, some sort of an airport departure tax, uh, uh, a tax, a sales tax which *t*-3 is getting to, uh, quite high levels,	no	42
70968:68	now it costs me money *-2 to leave the country, some sort of a tax to leave the country, some sort of an airport departure tax, uh, uh, a tax, a sales tax which *t*-3 is getting to, uh, quite high levels,	no	42
71062:32	and i can still do some, some sorts of things	no	10
71180:48	in fact, i was going *-1 to go out today *-2 to buy some plants so i could put them in,	no	21
71240:27	and she cooks them for an hour with some fat backs,,	no	11
71562:15	because i work some weird hours and do some traveling.	no	10
71562:27	because i work some weird hours and do some traveling.	no	10
71710:23	i think 0 my wife has some.	no	7
71718:14	or sand even some of them,	yes	6
71724:14	and there's some that, like the different colors denotes how much they, how much the tension i guess they are *t*-4 and how easy *ich*-3 they are *t*-1 0 * to move *t*-2 *t*-5.	no	35
71729:8	and some of them are real short	yes	7
71767:38	the, uh, the, some of the nautilus equipment that i started *-1 seeing *t*-2 at the one that we used *-3 to go to *t*-4 was really interesting,	yes	28
71799:29	just * to do, you know, some bicep, tricep exercises.	no	10
72026:14	and i see some of the problems 0 the kids have *t*-1 when they don't have a real good family structure *t*-2.	yes	23
72059:96	there are a lot of jobs that *t*-1 are coming about, like in computers at home, and those types of things, that *t*-2 would at least in some ways, um, bridge the gap.	no	33
72127:44	but we may have *-1 to give up on some, some things.	no	12
72192:42	i wish 0 i had *?* in, in some senses	no	11
72201:8	for some reason it seems *-1 to interest me, like people that *t*-2 make a big comeback or, you know, orel hershiser, things like that.	no	25
72217:16	but they usually have some good articles in it.	no	9
72471:15	there may be some schools 0 you could read about *t*-1 and learn.	no	13
72672:51	because my sister worked at the, uh, the visa some bank americard center there.	no	14
72758:10	and for some strange reason those people think 0 they need *-1 to get paid *-2.	no	16
72778:11	and then some of them add late fees on it, if they don't get paid *-1	yes	17
72811:70	so, they've got quite a bit more motivation i think 0 *t*-3 * to get paid *-2 then, some of the others do.	yes	24
72861:67	i've got three card offers *ich*-1 now, uh, from gas companies and, uh, visa gold and, uh, some,, other bank, uh,	no	22
73129:26	and, uh, when i seen some of my friends that *t*-1 have taken that six week old baby, you know, to someone else *t*-2, it's just, i can imagine how emotional it must be *t*-3.	yes	36
73176:40	i think 0 that might be part of the problem with some people. you know,	no	15
73395:88	people are being a little more, oh, i don't know, a little le-, a little less bigoted in some ways,	no	21
73543:7	at some point	no	3
73672:17	well, i got some friends that, uh,	no	7
73794:6	some of these are urban worries	yes	6
73808:17	we've been having some problem now	no	7
73873:46	i think 0 the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way 0 we approach things *t*-1 as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, * worrying about self and not, uh, seeing the consequences of the disintegration of the family *t*-2.	no	63
73883:21	if you don't have some kind of, of basic believe or something down inside of you, then it *exp*-1's very difficult * to, uh, have anything 0 * to turn to *t*-2, when you got, when you've got something facing you like that *t*-3.	no	47
73940:12	i see some flickers of, of, uh, of good directions turning,	no	11
73963:9	and, some people just don't have it.	no	8
73981:5	some ways it's rather frightening,	no	6
74180:13	so i have some rather strong opinions.	no	7
74203:84	and then i would provide, uh, use the money that we've paying them *t*-1 *-4 to, uh, provide some special help in training and particularly, uh, mentor teachers 0 *t*-2 to work with the beginning teachers and the teachers who *t*-3 may have been at it a long time but have been making the same mistakes for a long time.	no	61
74211:24	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	no	56
74211:65	and then * let them try some innovative things and see what *t*-2 works. and then, uh, have some sort of mechanism for * passing that knowledge along to other teachers who *t*-1 could benefit from the same sorts of things. and then from the parents' side, have the parents support the school. get involved.	no	56
74223:18	that's, uh, some pretty good ideas.	no	7
74251:93	but, uh, that was, that's the extent of which i guess 0 that's more than, than some people, less than others.	no	23
74280:27	so we'd have *-1 to have some way 0 * to, uh, reward and recognize the teachers who *t*-2 are doing a good job and give them a, a pat on the back and respect and some honor and more money *t*-3.	no	43
